,当前时间,合约名称,最新价,操作
4973,2022-04-06 14:25:29,c2205,2868.0,TODO
4974,2022-04-06 14:25:34,c2205,2868.0,TODO
4975,2022-04-06 14:25:38,c2205,2868.0,TODO
4976,2022-04-06 14:25:44,c2205,2868.0,TODO
4977,2022-04-06 14:25:49,c2205,2867.0,TODO
4978,2022-04-06 14:25:53,c2205,2868.0,TODO
4979,2022-04-06 14:25:58,c2205,2867.0,TODO
4980,2022-04-06 14:26:03,c2205,2868.0,TODO
4981,2022-04-06 14:26:08,c2205,2868.0,TODO
4982,2022-04-06 14:26:13,c2205,2868.0,TODO
4983,2022-04-06 14:26:18,c2205,2866.0,TODO
4984,2022-04-06 14:26:23,c2205,2867.0,TODO
4985,2022-04-06 14:26:28,c2205,2867.0,TODO
4986,2022-04-06 14:26:32,c2205,2867.0,TODO
4987,2022-04-06 14:26:38,c2205,2868.0,TODO
4988,2022-04-06 14:26:42,c2205,2868.0,TODO
4989,2022-04-06 14:26:47,c2205,2867.0,TODO
4990,2022-04-06 14:26:53,c2205,2866.0,TODO
4991,2022-04-06 14:26:57,c2205,2868.0,TODO
4992,2022-04-06 14:27:02,c2205,2868.0,TODO
4993,2022-04-06 14:27:07,c2205,2868.0,TODO
4994,2022-04-06 14:27:12,c2205,2867.0,TODO
4995,2022-04-06 14:27:17,c2205,2867.0,TODO
4996,2022-04-06 14:27:22,c2205,2868.0,TODO
4997,2022-04-06 14:27:27,c2205,2868.0,TODO
4998,2022-04-06 14:27:32,c2205,2867.0,sell
4999,2022-04-06 14:27:37,c2205,2867.0,TODO
5000,2022-04-06 14:27:42,c2205,2868.0,buy
5001,2022-04-06 14:27:46,c2205,2868.0,TODO
5002,2022-04-06 14:27:51,c2205,2867.0,sell
5003,2022-04-06 14:27:56,c2205,2867.0,TODO
5004,2022-04-06 14:28:01,c2205,2867.0,TODO
5005,2022-04-06 14:28:06,c2205,2868.0,buy
5006,2022-04-06 14:28:11,c2205,2867.0,TODO
5007,2022-04-06 14:28:16,c2205,2867.0,TODO
5008,2022-04-06 14:28:21,c2205,2867.0,TODO
5009,2022-04-06 14:28:26,c2205,2868.0,TODO
5010,2022-04-06 14:28:31,c2205,2867.0,sell
5011,2022-04-06 14:28:36,c2205,2867.0,TODO
5012,2022-04-06 14:28:41,c2205,2867.0,TODO
5013,2022-04-06 14:28:46,c2205,2868.0,TODO
5014,2022-04-06 14:28:51,c2205,2868.0,TODO
5015,2022-04-06 14:28:55,c2205,2868.0,TODO
5016,2022-04-06 14:29:01,c2205,2868.0,TODO
5017,2022-04-06 14:29:05,c2205,2868.0,TODO
5018,2022-04-06 14:29:10,c2205,2868.0,TODO
5019,2022-04-06 14:29:15,c2205,2868.0,TODO
5020,2022-04-06 14:29:20,c2205,2868.0,TODO
5021,2022-04-06 14:29:25,c2205,2868.0,TODO
5022,2022-04-06 14:29:30,c2205,2868.0,TODO
5023,2022-04-06 14:29:35,c2205,2868.0,TODO
5024,2022-04-06 14:29:40,c2205,2868.0,TODO
5025,2022-04-06 14:29:45,c2205,2868.0,TODO
5026,2022-04-06 14:29:47,c2205,2868.0,TODO
5027,2022-04-06 14:29:56,c2205,2868.0,TODO
5028,2022-04-06 14:30:01,c2205,2868.0,TODO
5029,2022-04-06 14:30:06,c2205,2868.0,TODO
5030,2022-04-06 14:30:11,c2205,2868.0,TODO
5031,2022-04-06 14:30:16,c2205,2868.0,TODO
5032,2022-04-06 14:30:21,c2205,2868.0,TODO
5033,2022-04-06 14:30:26,c2205,2868.0,TODO
5034,2022-04-06 14:30:30,c2205,2867.0,TODO
5035,2022-04-06 14:30:35,c2205,2867.0,TODO
5036,2022-04-06 14:30:41,c2205,2867.0,TODO
5037,2022-04-06 14:30:46,c2205,2868.0,TODO
5038,2022-04-06 14:30:51,c2205,2868.0,TODO
5039,2022-04-06 14:30:54,c2205,2868.0,TODO
5040,2022-04-06 14:31:00,c2205,2867.0,TODO
5041,2022-04-06 14:31:05,c2205,2868.0,TODO
5042,2022-04-06 14:31:10,c2205,2867.0,TODO
5043,2022-04-06 14:31:15,c2205,2867.0,TODO
5044,2022-04-06 14:31:19,c2205,2867.0,TODO
5045,2022-04-06 14:31:23,c2205,2866.0,TODO
5046,2022-04-06 14:31:30,c2205,2867.0,TODO
5047,2022-04-06 14:31:34,c2205,2867.0,TODO
5048,2022-04-06 14:31:40,c2205,2866.0,TODO
5049,2022-04-06 14:31:44,c2205,2867.0,TODO
5050,2022-04-06 14:31:50,c2205,2866.0,TODO
5051,2022-04-06 14:31:54,c2205,2867.0,TODO
5052,2022-04-06 14:31:59,c2205,2866.0,TODO
5053,2022-04-06 14:32:04,c2205,2866.0,TODO
5054,2022-04-06 14:32:09,c2205,2867.0,TODO
5055,2022-04-06 14:32:14,c2205,2868.0,TODO
5056,2022-04-06 14:32:19,c2205,2867.0,TODO
5057,2022-04-06 14:32:24,c2205,2868.0,TODO
5058,2022-04-06 14:32:29,c2205,2868.0,TODO
5059,2022-04-06 14:32:33,c2205,2868.0,TODO
5060,2022-04-06 14:32:38,c2205,2868.0,TODO
5061,2022-04-06 14:32:44,c2205,2868.0,TODO
5062,2022-04-06 14:32:49,c2205,2868.0,TODO
5063,2022-04-06 14:32:54,c2205,2868.0,TODO
5064,2022-04-06 14:32:59,c2205,2868.0,TODO
5065,2022-04-06 14:33:03,c2205,2868.0,TODO
5066,2022-04-06 14:33:08,c2205,2868.0,TODO
5067,2022-04-06 15:10:56,c2205,2869.0,TODO
5068,2022-04-06 15:10:56,c2205,2869.0,TODO
5069,2022-04-06 15:10:56,c2205,2869.0,TODO
5070,2022-04-06 21:16:46,c2205,2864.0,TODO
5071,2022-04-06 21:16:51,c2205,2864.0,buy
5072,2022-04-06 21:16:56,c2205,2864.0,TODO
5073,2022-04-06 21:17:01,c2205,2865.0,TODO
5074,2022-04-06 21:17:06,c2205,2865.0,TODO
5075,2022-04-06 21:17:11,c2205,2865.0,TODO
5076,2022-04-06 21:17:16,c2205,2865.0,TODO
5077,2022-04-06 21:17:21,c2205,2864.0,TODO
5078,2022-04-06 21:17:26,c2205,2864.0,TODO
5079,2022-04-06 21:17:31,c2205,2865.0,TODO
5080,2022-04-06 21:17:36,c2205,2865.0,TODO
5081,2022-04-06 21:17:41,c2205,2865.0,TODO
5082,2022-04-06 21:17:46,c2205,2864.0,TODO
5083,2022-04-06 21:17:51,c2205,2864.0,TODO
5084,2022-04-06 21:17:56,c2205,2864.0,TODO
5085,2022-04-06 21:18:01,c2205,2864.0,TODO
5086,2022-04-06 21:18:06,c2205,2864.0,TODO
5087,2022-04-06 21:18:11,c2205,2864.0,TODO
5088,2022-04-06 21:18:15,c2205,2863.0,TODO
5089,2022-04-06 21:18:21,c2205,2863.0,TODO
5090,2022-04-06 21:18:26,c2205,2863.0,TODO
5091,2022-04-06 21:18:48,c2205,2864.0,TODO
5092,2022-04-06 21:18:53,c2205,2863.0,TODO
5093,2022-04-06 21:18:58,c2205,2864.0,TODO
5094,2022-04-06 21:19:03,c2205,2863.0,sell
5095,2022-04-06 21:19:08,c2205,2864.0,TODO
5096,2022-04-06 21:19:13,c2205,2863.0,sell
5097,2022-04-06 21:19:18,c2205,2863.0,TODO
5098,2022-04-06 21:19:23,c2205,2863.0,TODO
5099,2022-04-06 21:19:28,c2205,2863.0,TODO
5100,2022-04-06 21:19:33,c2205,2863.0,TODO
5101,2022-04-06 21:19:38,c2205,2863.0,TODO
5102,2022-04-06 21:19:43,c2205,2863.0,TODO
5103,2022-04-06 21:19:48,c2205,2864.0,TODO
5104,2022-04-06 21:19:53,c2205,2863.0,TODO
5105,2022-04-06 21:19:58,c2205,2863.0,TODO
5106,2022-04-06 21:20:03,c2205,2863.0,TODO
5107,2022-04-06 21:20:08,c2205,2863.0,TODO
5108,2022-04-06 21:20:13,c2205,2863.0,TODO
5109,2022-04-06 21:20:18,c2205,2864.0,TODO
5110,2022-04-06 21:20:23,c2205,2863.0,TODO
5111,2022-04-06 21:20:28,c2205,2863.0,TODO
5112,2022-04-06 21:20:33,c2205,2863.0,TODO
5113,2022-04-06 21:20:38,c2205,2864.0,buy
5114,2022-04-06 21:20:43,c2205,2864.0,TODO
5115,2022-04-06 21:20:47,c2205,2865.0,TODO
5116,2022-04-06 21:20:52,c2205,2865.0,TODO
5117,2022-04-06 21:20:57,c2205,2865.0,TODO
5118,2022-04-06 21:21:02,c2205,2865.0,TODO
5119,2022-04-06 21:21:07,c2205,2865.0,TODO
5120,2022-04-06 21:21:12,c2205,2865.0,TODO
5121,2022-04-06 21:21:17,c2205,2865.0,TODO
5122,2022-04-06 21:21:22,c2205,2865.0,TODO
5123,2022-04-06 21:21:27,c2205,2864.0,TODO
5124,2022-04-06 21:21:32,c2205,2865.0,TODO
5125,2022-04-06 21:21:37,c2205,2865.0,TODO
5126,2022-04-06 21:21:41,c2205,2864.0,TODO
5127,2022-04-06 21:21:47,c2205,2865.0,TODO
5128,2022-04-06 21:21:52,c2205,2865.0,TODO
5129,2022-04-06 21:21:57,c2205,2865.0,TODO
5130,2022-04-06 21:22:01,c2205,2864.0,TODO
5131,2022-04-06 21:22:07,c2205,2864.0,TODO
5132,2022-04-06 21:22:12,c2205,2865.0,TODO
5133,2022-04-06 21:22:16,c2205,2866.0,TODO
5134,2022-04-06 21:22:22,c2205,2866.0,TODO
5135,2022-04-06 21:22:27,c2205,2865.0,TODO
5136,2022-04-06 21:22:31,c2205,2866.0,TODO
5137,2022-04-06 21:22:37,c2205,2866.0,TODO
5138,2022-04-06 21:22:42,c2205,2866.0,TODO
5139,2022-04-06 21:22:47,c2205,2866.0,TODO
5140,2022-04-06 21:22:52,c2205,2868.0,TODO
5141,2022-04-06 21:22:57,c2205,2868.0,TODO
5142,2022-04-06 21:23:02,c2205,2867.0,TODO
5143,2022-04-06 21:23:07,c2205,2867.0,TODO
5144,2022-04-06 21:23:12,c2205,2868.0,TODO
5145,2022-04-06 21:23:17,c2205,2868.0,TODO
5146,2022-04-06 21:23:21,c2205,2868.0,TODO
5147,2022-04-06 21:23:27,c2205,2867.0,TODO
5148,2022-04-06 21:23:32,c2205,2867.0,TODO
5149,2022-04-06 21:23:37,c2205,2867.0,TODO
5150,2022-04-06 21:23:41,c2205,2867.0,TODO
5151,2022-04-06 21:23:47,c2205,2867.0,TODO
5152,2022-04-06 21:23:52,c2205,2867.0,TODO
5153,2022-04-06 21:23:57,c2205,2867.0,TODO
5154,2022-04-06 21:24:01,c2205,2867.0,TODO
5155,2022-04-06 21:24:07,c2205,2867.0,TODO
5156,2022-04-06 21:24:12,c2205,2867.0,TODO
5157,2022-04-06 21:24:16,c2205,2866.0,TODO
5158,2022-04-06 21:24:22,c2205,2866.0,TODO
5159,2022-04-06 21:24:27,c2205,2867.0,TODO
5160,2022-04-06 21:24:31,c2205,2866.0,TODO
5161,2022-04-06 21:24:37,c2205,2866.0,TODO
5162,2022-04-06 21:24:42,c2205,2867.0,TODO
5163,2022-04-06 21:24:46,c2205,2867.0,TODO
5164,2022-04-06 21:24:52,c2205,2866.0,sell
5165,2022-04-06 21:24:57,c2205,2866.0,TODO
5166,2022-04-06 21:25:02,c2205,2867.0,buy
5167,2022-04-06 21:25:07,c2205,2867.0,TODO
5168,2022-04-06 21:25:12,c2205,2867.0,TODO
5169,2022-04-06 21:25:17,c2205,2867.0,TODO
5170,2022-04-06 21:25:21,c2205,2866.0,TODO
5171,2022-04-06 21:25:27,c2205,2867.0,TODO
5172,2022-04-06 21:25:32,c2205,2867.0,TODO
5173,2022-04-06 21:25:36,c2205,2866.0,TODO
5174,2022-04-06 21:25:42,c2205,2867.0,TODO
5175,2022-04-06 21:25:47,c2205,2867.0,TODO
5176,2022-04-06 21:25:51,c2205,2867.0,TODO
5177,2022-04-06 21:25:56,c2205,2867.0,TODO
5178,2022-04-06 21:26:00,c2205,2866.0,TODO
5179,2022-04-06 21:26:06,c2205,2867.0,buy
5180,2022-04-06 21:26:11,c2205,2867.0,TODO
5181,2022-04-06 21:26:16,c2205,2867.0,TODO
5182,2022-04-06 21:26:21,c2205,2867.0,TODO
5183,2022-04-06 21:26:26,c2205,2867.0,TODO
5184,2022-04-06 21:26:31,c2205,2867.0,TODO
5185,2022-04-06 21:26:36,c2205,2868.0,TODO
5186,2022-04-06 21:26:41,c2205,2868.0,TODO
5187,2022-04-06 21:26:46,c2205,2868.0,TODO
5188,2022-04-06 21:26:51,c2205,2868.0,TODO
5189,2022-04-06 21:26:56,c2205,2867.0,TODO
5190,2022-04-06 21:27:01,c2205,2868.0,TODO
5191,2022-04-06 21:27:06,c2205,2868.0,TODO
5192,2022-04-06 21:27:11,c2205,2867.0,TODO
5193,2022-04-06 21:27:16,c2205,2868.0,buy
5194,2022-04-06 21:27:20,c2205,2868.0,TODO
5195,2022-04-06 21:27:26,c2205,2868.0,TODO
5196,2022-04-06 21:27:31,c2205,2867.0,sell
5197,2022-04-06 21:27:36,c2205,2868.0,buy
5198,2022-04-06 21:27:41,c2205,2868.0,TODO
5199,2022-04-06 21:27:46,c2205,2868.0,TODO
5200,2022-04-06 21:27:51,c2205,2867.0,TODO
5201,2022-04-06 21:27:56,c2205,2868.0,TODO
5202,2022-04-06 21:28:01,c2205,2867.0,TODO
5203,2022-04-06 21:28:06,c2205,2866.0,TODO
5204,2022-04-06 21:28:11,c2205,2867.0,TODO
5205,2022-04-06 21:28:16,c2205,2866.0,TODO
5206,2022-04-06 21:28:21,c2205,2867.0,TODO
5207,2022-04-06 21:28:26,c2205,2867.0,TODO
5208,2022-04-06 21:28:31,c2205,2867.0,TODO
5209,2022-04-06 21:28:36,c2205,2866.0,TODO
5210,2022-04-06 21:28:40,c2205,2866.0,TODO
5211,2022-04-06 21:28:45,c2205,2867.0,TODO
5212,2022-04-06 21:28:50,c2205,2867.0,TODO
5213,2022-04-06 21:28:56,c2205,2866.0,TODO
5214,2022-04-06 21:29:01,c2205,2866.0,TODO
5215,2022-04-06 21:29:06,c2205,2866.0,TODO
5216,2022-04-06 21:29:10,c2205,2866.0,TODO
5217,2022-04-06 21:29:15,c2205,2866.0,TODO
5218,2022-04-06 21:29:20,c2205,2866.0,TODO
5219,2022-04-06 21:29:25,c2205,2866.0,TODO
5220,2022-04-06 21:29:29,c2205,2867.0,TODO
5221,2022-04-06 21:29:35,c2205,2867.0,TODO
5222,2022-04-06 21:29:40,c2205,2867.0,TODO
5223,2022-04-06 21:29:45,c2205,2866.0,TODO
5224,2022-04-06 21:29:49,c2205,2866.0,TODO
5225,2022-04-06 21:29:55,c2205,2866.0,TODO
5226,2022-04-06 21:30:00,c2205,2867.0,TODO
5227,2022-04-06 21:30:05,c2205,2867.0,TODO
5228,2022-04-06 21:30:10,c2205,2867.0,TODO
5229,2022-04-06 21:30:15,c2205,2867.0,TODO
5230,2022-04-06 21:30:19,c2205,2867.0,TODO
5231,2022-04-06 21:30:25,c2205,2867.0,TODO
5232,2022-04-06 21:30:30,c2205,2867.0,TODO
5233,2022-04-06 21:30:34,c2205,2867.0,TODO
5234,2022-04-06 21:30:40,c2205,2867.0,TODO
5235,2022-04-06 21:30:45,c2205,2867.0,TODO
5236,2022-04-06 21:30:49,c2205,2868.0,TODO
5237,2022-04-06 21:30:55,c2205,2867.0,TODO
5238,2022-04-06 21:31:00,c2205,2868.0,TODO
5239,2022-04-06 21:31:05,c2205,2867.0,sell
5240,2022-04-06 21:31:10,c2205,2867.0,TODO
5241,2022-04-06 21:31:15,c2205,2867.0,TODO
5242,2022-04-06 21:31:20,c2205,2867.0,TODO
5243,2022-04-06 21:31:25,c2205,2867.0,TODO
5244,2022-04-06 21:31:30,c2205,2867.0,TODO
5245,2022-04-06 21:31:35,c2205,2867.0,TODO
5246,2022-04-06 21:31:40,c2205,2867.0,TODO
5247,2022-04-06 21:31:45,c2205,2868.0,buy
5248,2022-04-06 21:31:50,c2205,2867.0,TODO
5249,2022-04-06 21:31:55,c2205,2867.0,TODO
5250,2022-04-06 21:32:00,c2205,2867.0,TODO
5251,2022-04-06 21:32:05,c2205,2867.0,TODO
5252,2022-04-06 21:32:10,c2205,2867.0,TODO
5253,2022-04-06 21:32:15,c2205,2866.0,TODO
5254,2022-04-06 21:32:20,c2205,2867.0,TODO
5255,2022-04-06 21:32:25,c2205,2867.0,TODO
5256,2022-04-06 21:33:42,c2205,2867.0,TODO
5257,2022-04-06 21:33:47,c2205,2867.0,TODO
5258,2022-04-06 21:33:52,c2205,2867.0,TODO
5259,2022-04-06 21:33:57,c2205,2866.0,TODO
5260,2022-04-06 21:34:02,c2205,2866.0,TODO
5261,2022-04-06 21:34:07,c2205,2866.0,TODO
5262,2022-04-06 21:34:12,c2205,2867.0,TODO
5263,2022-04-06 21:34:17,c2205,2866.0,TODO
5264,2022-04-06 21:34:22,c2205,2867.0,TODO
5265,2022-04-06 21:34:28,c2205,2867.0,TODO
5266,2022-04-06 21:34:33,c2205,2868.0,TODO
5267,2022-04-06 21:34:37,c2205,2868.0,TODO
5268,2022-04-06 21:34:42,c2205,2867.0,TODO
5269,2022-04-06 21:34:47,c2205,2867.0,TODO
5270,2022-04-06 21:34:52,c2205,2867.0,TODO
5271,2022-04-06 21:34:57,c2205,2868.0,TODO
5272,2022-04-06 21:35:03,c2205,2867.0,TODO
5273,2022-04-06 21:35:08,c2205,2868.0,TODO
5274,2022-04-06 21:35:13,c2205,2867.0,TODO
5275,2022-04-06 21:35:18,c2205,2867.0,TODO
5276,2022-04-06 21:35:23,c2205,2867.0,TODO
5277,2022-04-06 21:35:28,c2205,2868.0,TODO
5278,2022-04-06 21:35:32,c2205,2868.0,TODO
5279,2022-04-06 21:35:38,c2205,2867.0,TODO
5280,2022-04-06 21:35:42,c2205,2868.0,TODO
5281,2022-04-06 21:35:47,c2205,2867.0,TODO
5282,2022-04-06 21:35:53,c2205,2867.0,TODO
5283,2022-04-06 21:35:58,c2205,2868.0,TODO
5284,2022-04-06 21:36:02,c2205,2867.0,TODO
5285,2022-04-06 21:36:07,c2205,2867.0,TODO
5286,2022-04-06 21:36:12,c2205,2867.0,TODO
5287,2022-04-06 21:36:17,c2205,2867.0,TODO
5288,2022-04-06 21:36:21,c2205,2868.0,TODO
5289,2022-04-06 21:36:27,c2205,2867.0,TODO
5290,2022-04-06 21:36:32,c2205,2868.0,TODO
5291,2022-04-06 21:36:36,c2205,2868.0,TODO
5292,2022-04-06 21:36:42,c2205,2867.0,sell
5293,2022-04-06 21:36:47,c2205,2868.0,TODO
5294,2022-04-06 21:36:52,c2205,2868.0,TODO
5295,2022-04-06 21:36:55,c2205,2868.0,TODO
5296,2022-04-06 21:37:02,c2205,2867.0,TODO
5297,2022-04-06 21:37:05,c2205,2867.0,TODO
5298,2022-04-06 21:37:11,c2205,2867.0,TODO
5299,2022-04-06 21:37:15,c2205,2867.0,TODO
5300,2022-04-06 21:37:19,c2205,2867.0,TODO
5301,2022-04-06 21:37:25,c2205,2867.0,TODO
5302,2022-04-06 21:37:31,c2205,2868.0,TODO
5303,2022-04-06 21:37:36,c2205,2868.0,TODO
5304,2022-04-06 21:37:42,c2205,2867.0,TODO
5305,2022-04-06 21:37:46,c2205,2868.0,TODO
5306,2022-04-06 21:37:51,c2205,2867.0,TODO
5307,2022-04-06 21:37:56,c2205,2868.0,TODO
5308,2022-04-06 21:38:02,c2205,2867.0,TODO
5309,2022-04-06 21:38:07,c2205,2867.0,TODO
5310,2022-04-06 21:38:12,c2205,2867.0,TODO
5311,2022-04-06 21:38:17,c2205,2867.0,TODO
5312,2022-04-06 21:38:22,c2205,2868.0,TODO
5313,2022-04-06 21:38:27,c2205,2867.0,TODO
5314,2022-04-06 21:38:31,c2205,2867.0,TODO
5315,2022-04-06 21:38:37,c2205,2867.0,TODO
5316,2022-04-06 21:38:42,c2205,2867.0,TODO
5317,2022-04-06 21:38:47,c2205,2867.0,TODO
5318,2022-04-06 21:38:52,c2205,2868.0,TODO
5319,2022-04-06 21:38:57,c2205,2867.0,TODO
5320,2022-04-06 21:39:02,c2205,2868.0,TODO
5321,2022-04-06 21:39:07,c2205,2867.0,TODO
5322,2022-04-06 21:39:12,c2205,2868.0,TODO
5323,2022-04-06 21:39:17,c2205,2867.0,TODO
5324,2022-04-06 21:39:22,c2205,2868.0,TODO
5325,2022-04-06 21:39:27,c2205,2868.0,TODO
5326,2022-04-06 21:39:33,c2205,2868.0,TODO
5327,2022-04-06 21:39:38,c2205,2868.0,TODO
5328,2022-04-06 21:39:43,c2205,2868.0,TODO
5329,2022-04-06 21:39:46,c2205,2868.0,TODO
5330,2022-04-06 21:39:52,c2205,2868.0,TODO
5331,2022-04-06 21:39:58,c2205,2868.0,TODO
5332,2022-04-06 21:40:02,c2205,2868.0,TODO
5333,2022-04-06 21:40:07,c2205,2867.0,TODO
5334,2022-04-06 21:40:13,c2205,2868.0,TODO
5335,2022-04-06 21:40:18,c2205,2867.0,TODO
5336,2022-04-06 21:40:23,c2205,2868.0,TODO
5337,2022-04-06 21:40:27,c2205,2867.0,TODO
5338,2022-04-06 21:40:33,c2205,2868.0,TODO
5339,2022-04-06 21:40:38,c2205,2867.0,TODO
5340,2022-04-06 21:40:42,c2205,2867.0,TODO
5341,2022-04-06 21:40:47,c2205,2868.0,TODO
5342,2022-04-06 21:40:53,c2205,2868.0,TODO
5343,2022-04-06 21:40:58,c2205,2867.0,TODO
5344,2022-04-06 21:41:03,c2205,2867.0,TODO
5345,2022-04-06 21:41:07,c2205,2867.0,TODO
5346,2022-04-06 21:41:13,c2205,2867.0,TODO
5347,2022-04-06 21:41:18,c2205,2867.0,TODO
5348,2022-04-06 21:41:23,c2205,2868.0,buy
5349,2022-04-06 21:41:28,c2205,2867.0,TODO
5350,2022-04-06 21:41:32,c2205,2867.0,TODO
5351,2022-04-06 21:41:38,c2205,2867.0,TODO
5352,2022-04-06 21:41:43,c2205,2868.0,TODO
5353,2022-04-06 21:41:48,c2205,2867.0,TODO
5354,2022-04-06 21:41:53,c2205,2867.0,TODO
5355,2022-04-06 21:41:58,c2205,2868.0,TODO
5356,2022-04-06 21:42:03,c2205,2867.0,TODO
5357,2022-04-06 21:42:08,c2205,2867.0,TODO
5358,2022-04-06 21:42:12,c2205,2867.0,TODO
5359,2022-04-06 21:42:18,c2205,2867.0,TODO
5360,2022-04-06 21:42:23,c2205,2866.0,TODO
5361,2022-04-06 21:42:28,c2205,2866.0,TODO
5362,2022-04-06 21:42:33,c2205,2866.0,TODO
5363,2022-04-06 21:42:38,c2205,2866.0,TODO
5364,2022-04-06 21:42:43,c2205,2867.0,TODO
5365,2022-04-06 21:42:48,c2205,2866.0,TODO
5366,2022-04-06 21:42:53,c2205,2866.0,TODO
5367,2022-04-06 21:42:58,c2205,2866.0,TODO
5368,2022-04-06 21:43:03,c2205,2866.0,TODO
5369,2022-04-06 21:43:08,c2205,2866.0,TODO
5370,2022-04-06 21:43:13,c2205,2866.0,TODO
5371,2022-04-06 21:43:18,c2205,2866.0,TODO
5372,2022-04-06 21:43:23,c2205,2866.0,TODO
5373,2022-04-06 21:43:28,c2205,2867.0,TODO
5374,2022-04-06 21:43:33,c2205,2866.0,TODO
5375,2022-04-06 21:43:38,c2205,2866.0,TODO
5376,2022-04-06 21:43:43,c2205,2866.0,TODO
5377,2022-04-06 21:43:48,c2205,2866.0,TODO
5378,2022-04-06 21:43:53,c2205,2866.0,TODO
5379,2022-04-06 21:43:58,c2205,2866.0,TODO
5380,2022-04-06 21:44:02,c2205,2866.0,TODO
5381,2022-04-06 21:44:08,c2205,2866.0,TODO
5382,2022-04-06 21:44:13,c2205,2866.0,TODO
5383,2022-04-06 21:44:18,c2205,2866.0,TODO
5384,2022-04-06 21:44:23,c2205,2867.0,TODO
5385,2022-04-06 21:44:27,c2205,2866.0,TODO
5386,2022-04-06 21:44:33,c2205,2866.0,TODO
5387,2022-04-06 21:44:38,c2205,2866.0,TODO
5388,2022-04-06 21:44:43,c2205,2866.0,TODO
5389,2022-04-06 21:44:48,c2205,2866.0,TODO
5390,2022-04-06 21:44:53,c2205,2867.0,TODO
5391,2022-04-06 21:44:58,c2205,2866.0,TODO
5392,2022-04-06 21:45:02,c2205,2866.0,TODO
5393,2022-04-06 21:45:08,c2205,2866.0,TODO
5394,2022-04-06 21:45:13,c2205,2866.0,TODO
5395,2022-04-06 21:45:18,c2205,2866.0,TODO
5396,2022-04-06 21:45:23,c2205,2866.0,TODO
5397,2022-04-06 21:45:27,c2205,2865.0,TODO
5398,2022-04-06 21:45:33,c2205,2866.0,TODO
5399,2022-04-06 21:45:36,c2205,2865.0,TODO
5400,2022-04-06 21:45:43,c2205,2865.0,TODO
5401,2022-04-06 21:45:48,c2205,2865.0,TODO
5402,2022-04-06 21:45:53,c2205,2866.0,TODO
5403,2022-04-06 21:45:58,c2205,2865.0,TODO
5404,2022-04-06 21:46:04,c2205,2865.0,TODO
5405,2022-04-06 21:46:08,c2205,2866.0,TODO
5406,2022-04-06 21:46:13,c2205,2865.0,TODO
5407,2022-04-06 21:46:18,c2205,2865.0,TODO
5408,2022-04-06 21:46:21,c2205,2865.0,TODO
5409,2022-04-06 21:46:29,c2205,2866.0,TODO
5410,2022-04-06 21:46:34,c2205,2865.0,TODO
5411,2022-04-06 21:46:39,c2205,2865.0,TODO
5412,2022-04-06 21:46:44,c2205,2865.0,TODO
5413,2022-04-06 21:46:48,c2205,2866.0,TODO
5414,2022-04-06 21:46:53,c2205,2865.0,TODO
5415,2022-04-06 21:46:58,c2205,2865.0,TODO
5416,2022-04-06 21:47:04,c2205,2866.0,TODO
5417,2022-04-06 21:47:09,c2205,2866.0,TODO
5418,2022-04-06 21:47:13,c2205,2866.0,TODO
5419,2022-04-06 21:47:18,c2205,2866.0,TODO
5420,2022-04-06 21:47:23,c2205,2866.0,TODO
5421,2022-04-06 21:47:29,c2205,2866.0,TODO
5422,2022-04-06 21:47:33,c2205,2865.0,TODO
5423,2022-04-06 21:47:37,c2205,2866.0,TODO
5424,2022-04-06 21:47:42,c2205,2866.0,TODO
5425,2022-04-06 21:47:49,c2205,2865.0,TODO
5426,2022-04-06 21:47:53,c2205,2865.0,TODO
5427,2022-04-06 21:47:58,c2205,2866.0,buy
5428,2022-04-06 21:48:03,c2205,2865.0,TODO
5429,2022-04-06 21:48:05,c2205,2866.0,TODO
5430,2022-04-06 21:48:13,c2205,2865.0,TODO
5431,2022-04-06 21:48:15,c2205,2866.0,TODO
5432,2022-04-06 21:48:23,c2205,2865.0,TODO
5433,2022-04-06 21:48:27,c2205,2866.0,TODO
5434,2022-04-06 21:48:32,c2205,2865.0,TODO
5435,2022-04-06 21:48:38,c2205,2866.0,TODO
5436,2022-04-06 21:48:43,c2205,2866.0,TODO
5437,2022-04-06 21:48:47,c2205,2866.0,TODO
5438,2022-04-06 21:48:53,c2205,2866.0,TODO
5439,2022-04-06 21:48:57,c2205,2865.0,TODO
5440,2022-04-06 21:49:02,c2205,2866.0,TODO
5441,2022-04-06 21:49:06,c2205,2865.0,TODO
5442,2022-04-06 21:49:13,c2205,2865.0,TODO
5443,2022-04-06 21:49:17,c2205,2865.0,TODO
5444,2022-04-06 21:49:23,c2205,2866.0,TODO
5445,2022-04-06 21:49:28,c2205,2866.0,TODO
5446,2022-04-06 21:49:32,c2205,2866.0,TODO
5447,2022-04-06 21:49:38,c2205,2865.0,TODO
5448,2022-04-06 21:49:42,c2205,2865.0,TODO
5449,2022-04-06 21:49:48,c2205,2865.0,TODO
5450,2022-04-06 21:49:51,c2205,2866.0,TODO
5451,2022-04-06 21:49:58,c2205,2865.0,TODO
5452,2022-04-06 21:50:02,c2205,2866.0,TODO
5453,2022-04-06 21:50:38,c2205,2866.0,TODO
5454,2022-04-06 21:51:00,c2205,2866.0,TODO
